272.3, 190.6
272.6, 189.2
273.0, 187.8
273.3, 186.3
273.6, 184.9
273.9, 183.4
274.1, 181.9
274.4, 180.4
274.6, 178.9
274.8, 177.4
275.0, 175.9
275.1, 174.3
275.2, 172.8
275.3, 171.2
275.4, 169.7
275.4, 168.1
275.4, 166.5
275.4, 164.9
275.4, 163.3
275.3, 161.7
275.1, 160.1
275.0, 158.5
274.8, 156.9
274.5, 155.3
274.2, 153.7
273.9, 152.1
273.5, 150.5
273.1, 148.9
272.7, 147.3
272.2, 145.7
271.7, 144.1
271.1, 142.6
270.5, 141.0
269.9, 139.5
269.2, 138.0
268.5, 136.4
267.7, 134.9
267.0, 133.4
266.1, 132.0
265.3, 130.5
264.4, 129.0
263.5, 127.6
262.6, 126.2
261.6, 124.8
260.6, 123.4
259.6, 122.0
258.5, 120.7
257.4, 119.4
256.3, 118.1
255.1, 116.8
253.9, 115.5
252.7, 114.3
251.4, 113.1
250.2, 111.9
248.9, 110.8
247.5, 109.7
246.2, 108.6
244.8, 107.5
243.4, 106.5
241.9, 105.5
240.5, 104.5
239.0, 103.6
237.5, 102.7
236.0, 101.8
234.4, 101.0
232.9, 100.2
231.3, 99.4
229.7, 98.7
228.1, 98.0
226.5, 97.3
224.8, 96.7
223.2, 96.1
221.5, 95.5
219.8, 95.0
218.1, 94.5
216.4, 94.1
214.7, 93.6
213.0, 93.3
211.3, 92.9
209.5, 92.6
207.8, 92.4
206.0, 92.2
204.3, 92.0
202.5, 91.9
200.8, 91.8
199.0, 91.7
197.3, 91.7
195.5, 91.7
193.7, 91.8
192.0, 91.9
190.3, 92.0
188.5, 92.2
186.8, 92.4
185.1, 92.7
183.3, 93.0
181.6, 93.3
179.9, 93.7
178.2, 94.2
176.6, 94.6
174.9, 95.1
173.3, 95.7
171.6, 96.3
170.0, 96.9
168.4, 97.5
166.9, 98.2
165.3, 98.9
163.8, 99.7
162.3, 100.5
160.8, 101.3
159.3, 102.1
157.8, 103.0
156.4, 103.9
155.0, 104.8
153.6, 105.7
152.2, 106.7
150.9, 107.7
149.6, 108.7
148.3, 109.8
147.0, 110.8
145.8, 111.9
144.6, 113.0
143.4, 114.2
142.2, 115.3
141.1, 116.5
140.0, 117.7
138.9, 119.0
137.9, 120.2
136.9, 121.5
136.0, 122.8
135.0, 124.1
134.1, 125.4
133.3, 126.8
132.4, 128.1
131.6, 129.5
130.9, 130.9
130.1, 132.3
129.4, 133.6
128.7, 135.0
128.1, 136.4
127.5, 137.8
126.9, 139.3
126.3, 140.7
125.7, 142.1
125.2, 143.5
124.7, 144.9
124.2, 146.3
123.8, 147.7
123.3, 149.1
122.9, 150.5
122.5, 151.9
122.1, 153.2
121.7, 154.6
121.3, 156.0
121.0, 157.4
120.6, 158.7
120.3, 160.1
120.0, 161.4
119.7, 162.8
119.4, 164.1
119.2, 165.5
118.9, 166.8
118.7, 168.2
118.5, 169.5
118.3, 170.9
118.2, 172.2
118.0, 173.6
117.9, 174.9
117.8, 176.2
117.8, 177.6
117.8, 178.9
117.8, 180.2
117.8, 181.6
117.9, 182.9
118.0, 184.2
118.1, 185.5
118.2, 186.8
118.4, 188.1
118.7, 189.4
118.9, 190.7
119.3, 192.0
119.6, 193.3
120.0, 194.5
120.4, 195.8
120.9, 197.0
121.3, 198.2
121.9, 199.4
122.4, 200.5
123.0, 201.7
123.6, 202.8
124.2, 203.9
124.9, 205.0
125.6, 206.1
126.3, 207.2
127.0, 208.2
127.8, 209.2
128.5, 210.2
129.3, 211.2
130.1, 212.1
130.9, 213.0
131.7, 213.9
132.5, 214.8
133.4, 215.7
134.2, 216.5
135.1, 217.3
135.9, 218.1
136.8, 218.9
137.7, 219.7
138.5, 220.4
139.4, 221.2
140.3, 221.9
141.1, 222.6
142.0, 223.2
142.9, 223.9
143.8, 224.5
144.7, 225.2
